tablescraper-selected-row,u-xs-avatar src,text-primary,text-primary href,d-none,u-label,text-nowrap,small,d-block,text-danger,tablescraper-selected-row 2,tablescraper-selected-row 3,tablescraper-selected-row 4,tablescraper-selected-row 5,text-success,tablescraper-selected-row 6
-,https://bscscan.com/token/images/shir_32.png,SHIRO INU (SHIR),https://bscscan.com/token/0x4ddba615a7f6ee612d3a23c6882b698dfbbef7e7,SHIR token is a decentralized exchange and 5% of all FANG per block (BPB) will be allocated to a multi-signature activated Dev wallets.,,$0.00 ,0.000000 BTC,0.000000 BNB,-11.58%,$556.00 ,--,"$14,946.00 ","5,831",,
-,https://bscscan.com/token/images/lttradex_32.png,Ltradex (LTEX),https://bscscan.com/token/0xBcB3ac7a3ceB2d0C5E162A03901d6D7bb8602912,LTEX Token is a unique bridge for a decentralized exchange where users can switch to the Binance Smart Chain or Ethereum and vice versa.,,$0.00 ,0.000000 BTC,0.000000 BNB,-1.30%,$3.00 ,--,"$1,875,000.00 ","4,215",,
-,https://bscscan.com/token/images/oreodefi_32.png,OREO (ORE),https://bscscan.com/token/0x93d5a19a993d195cfc75acdd736a994428290a59,"Oreo will incentivize Defi creation and financial diversity and return the rights and value to its users.
Oreo aims to build public protocol that carries yield farming value.",,$0.00 ,0.000000 BTC,0.000000 BNB,,--,$301.00 ,--,"$3,000.00 ",,"3,646"
-,https://bscscan.com/token/images/frftoken_32.png,France REV Finance (FRF),https://bscscan.com/token/0x5a29c96fa93ffa8845fb7f8616a03aa85fcc11d6,Frftoken work in the field of clean energy Our goal is to teach people to work to save the earth and to know that the use of clean energy helps a lot to save the earth. We do not think it would be interesting to leave Earth for Mars. We must work to save the earth.,,$0.00 ,0.000000 BTC,0.000000 BNB,,"$5,821.00 ",--,"$90,000.00 ","2,002",0.26%,
-,https://bscscan.com/token/images/web3inu_32.png,WEB3 Inu (WEB3),https://bscscan.com/token/0xd0c4bc1b89bbd105eecb7eba3f13e7648c0de38f,WEB3 Inu is a Play to Earn concept in both On-Chain and Off-Chain layers. It is a GameFi token where both sides of the game will be actively interconnecting and constantly yielding income for both parties.,,$0.00 ,0.000000 BTC,0.000000 BNB,-1.34%,"$2,071.00 ",--,"$890,000.00 ","340,442",,
-,https://bscscan.com/token/images/elongate_32.png?v=12,ElonGate (ElonGate),https://bscscan.com/token/0x2A9718defF471f3Bb91FA0ECEAB14154F150a385,Elongate is a Yield & Liquidity Generation Token that leverages the raw power of memes to donate to charity.,Cross-Chain,$0.00 ,0.000000 BTC,0.000000 BNB,-1.47%,"$4,631.00 ",--,"$8,000,000.00 ","481,959",,
-,https://bscscan.com/token/images/galaxyheroesnew_32.png,Galaxy Heroes (GHC),https://bscscan.com/token/0x9Cb9478C5Db5dAe52D5Af91737FF706F60195e45,Galaxy Heroes Coin was introduced as a community-driven token geared towards fellow superhero fans.,,$0.00 ,0.000000 BTC,0.000000 BNB,,"$1,788.00 ",--,"$2,520,000.00 ",921,1.18%,
-,https://bscscan.com/token/images/Tokau2_32.png,Tokyo AU Token (TOKAU),https://bscscan.com/token/0xc409ec8a33f31437ed753c82eed3c5f16d6d7e22,"TOKAU is a BEP20 token based on blockchain technology that connects fans and celebrities, like Hip Hop starts, NBA stars, etc. TOKAU is developing Meta City where users can monetize their virtual and social experiences.",,$0.00 ,0.000000 BTC,0.000000 BNB,,$167.00 ,--,"$1,900,000.00 ","78,222",1.38%,
-,https://bscscan.com/token/images/babyflokicoin_32.png,BabyFlokiCoin (BabyFlokiCoin),https://bscscan.com/token/0x808fac147a9c02723d0be300ac4753eaf93c0e1f,Baby Floki Coin is a new crypto coin brought to life by fans & members of the Shiba Inu/Doge community.,,$0.00 ,0.000000 BTC,0.000000 BNB,-8.03%,"$80,321.00 ",--,"$1,400,000.00 ","10,156",,
-,https://bscscan.com/token/images/huplife_32.png?v=7,HUP.LIFE (HUP),https://bscscan.com/token/0x375a7b6a6f74a5acb86c420c53c4ce8cf1d51b4d,"$HUP aims to build a NFT Marketplace enabling socially conscious visual artists and collectors to authenticate their artwork, find copycats across the web, and buy, sell, and license their artwork through its copyright - while complying with international copyright and securities law.",,$0.00 ,0.000000 BTC,0.000000 BNB,-5.89%,"$4,490.00 ",--,"$403,315.00 ","5,782",,
-,https://bscscan.com/token/images/grovetoken_32.png,Grove Token (GVR),https://bscscan.com/token/0xaFb64E73dEf6fAa8B6Ef9a6fb7312d5C4C15ebDB,"Grove aims to create wealth, for all Grovers, by harnessing the opportunities of secure, decentralised digital currency in an environmentally conscious way. By compensating nature for years of abuse, Grove will create a healthier, wealthier future for all.",,$0.00 ,0.000000 BTC,0.000000 BNB,-1.49%,"$4,091,112.00 ",--,"$78,836,107.00 ","38,725",,
-,https://bscscan.com/token/images/babyflokibillionaire_32.png,Baby Floki Billionaire (BabyFB),https://bscscan.com/token/0x112fbe7f60329e9e2d232008e56f94d1582ae3bc,"Baby Floki Billionaire is a meme coin on the BSC, inspired by the Floki Inu meme coins success. It rewards token holders with reflections.",,$0.00 ,0.000000 BTC,0.000000 BNB,,--,$28.00 ,--,"$100,000.00 ",,"46,891"
-,https://bscscan.com/token/images/floshin_32.png,Floshin (Floshin),https://bscscan.com/token/0x9a6fed601a11290500f8d76153c33cc254e9f6d0,"The FLOSHIN ecosystem is backed by multiple decentralized applications, which provide the profitability for its sustainable growth.",,$0.00 ,0.000000 BTC,0.000000 BNB,-1.24%,$30.00 ,--,"$100,000.00 ","3,818",,
-,https://bscscan.com/token/images/arrano_32.png,ARRANO (ANDX),https://bscscan.com/token/0xb63a911ae7dc40510e7bb552b7fcb94c198bbe2d,"Arrano Network is a Collaborative workspace for the development of fair crypto products like Decentralized Exchange, P2P model, Trader Analytics, Academy, launchpad and others. ANDX is the native DeFi token of the ecosystem that fuels up the operations.",,$0.00 ,0.000000 BTC,0.000000 BNB,,--,$0.00 ,--,$0.00 ,,"2,745"
-,https://bscscan.com/images/main/empty-token.png,Axelar Wrapped USDC (axlUSDC),https://bscscan.com/token/0x4268b8f0b87b6eae5d897996e6b845ddbd99adf3,,,$0.00 ,0.000000 BTC,0.000000 BNB,,--,$0.00 ,--,$0.00 ,,343
-,https://bscscan.com/token/images/bitovia_32.png,Bitovia (BTV),https://bscscan.com/token/0x1a1fC1Da5F603cAfe6fb000933ab3E289061fb29,BITOVIA is an ecosystem that opens new horizons for you.,,$0.00 ,0.000000 BTC,0.000000 BNB,,--,$0.00 ,--,$0.00 ,,496
-,https://bscscan.com/token/images/bakeryswap-car_32.png,CAR (CAR),https://bscscan.com/token/0x176a25637e5078519230a4d80a7a47350940264a,The $CAR token can be converted into a Blind Box NFT. Those boxes will contain one of the different Car NFT designs. Three of those Car NFTs will allow the lucky holder to own a real-world exclusive car.,,$0.00 ,0.000000 BTC,0.000000 BNB,,--,$0.00 ,--,$0.00 ,,136
-,https://bscscan.com/token/images/cars_32.png,Cars (CARS),https://bscscan.com/token/0x1228Fb5eF4C98CaBd696Ba1BD4819e050389D21A,An NFT 3D racing game based on BSC.,,$0.00 ,0.000000 BTC,0.000000 BNB,,--,$0.00 ,--,$0.00 ,,"31,641"
-,https://bscscan.com/token/images/catjam_32.png?=v2,Catjam (CATJAM),https://bscscan.com/token/0xa8c5cebb7a098f1ee30014984201036a92893ca7,Catjam is a community-driven meme coin.,,$0.00 ,0.000000 BTC,0.000000 BNB,,--,$0.00 ,--,$0.00 ,,"1,849"
-,https://bscscan.com/token/images/chi_1inch_32.png,Chi Gastoken by 1inch (CHI),https://bscscan.com/token/0x0000000000004946c0e9f43f4dee607b0ef1fa1c,"Chi Gastoken by 1inch.exchange is a more optimized gas token solution then everything existing on the market. Shorter contract address, using create2 and some assembly optimizations provide lower gas costs on minting and burning calls.",Cross-Chain,$0.00 ,0.000000 BTC,0.000000 BNB,,--,$0.00 ,--,$0.00 ,,"7,671"
-,https://bscscan.com/token/images/crADA_32.png,Cream Cardano Token (crADA),https://bscscan.com/token/0x81c15d3e956e55e77e1f3f257f0a65bd2725fc55,"C.R.E.A.M. Finance is built on the belief that the financial system of the future should be open and inclusive. Through the permissionless nature of blockchain and automation of smart contracts, they aim to realize this new financial system.",,$0.00 ,0.000000 BTC,0.000000 BNB,,--,$0.00 ,--,$0.00 ,,177
-,https://bscscan.com/images/main/empty-token.png,Curate on BSC (XCUR),https://bscscan.com/token/0x708c671aa997da536869b50b6c67fa0c32ce80b2,,,$0.00 ,0.000000 BTC,0.000000 BNB,,--,$0.00 ,--,$0.00 ,,"18,349"
-,https://bscscan.com/token/images/doyourtip_32.png?v=2,DoYourTip (DYT),https://bscscan.com/token/0x740623d2c797b7d8d1ecb98e9b4afcf99ec31e14,$DYT is a deflationary ERC20 token with a 2% burn rate. It combines the deflationary feature with off-chain tipping and Enjin collectibles.,,$0.00 ,0.000000 BTC,0.000000 BNB,,--,$0.00 ,--,$0.00 ,,170
-,https://bscscan.com/token/images/fcporto_32.png,FC Porto Fan Token (PORTO),https://bscscan.com/token/0x49f2145d6366099e13b10fbf80646c0f377ee7f6,"FC Porto Fan Token is built on the Binance Smart Chain empowering FC Porto fans with broader accessibility, more functionalities and lower fees.",,$0.00 ,0.000000 BTC,0.000000 BNB,,--,$0.00 ,--,$0.00 ,,"30,854"
-,https://bscscan.com/token/images/fomotion_32.png,Fomotion (FOMO),https://bscscan.com/token/0x329016b785f138cd931c673ea59d0113526321d4,$FOMO is a token by crypto Youtuber 'Fomotion'. The community asked for a token so here it is.,,$0.00 ,0.000000 BTC,0.000000 BNB,,--,$0.00 ,--,$0.00 ,,216
-,https://bscscan.com/token/images/fry-ketchup_32.png,fry.KetchupV2 (KHP),https://bscscan.com/token/0x15B3d410fCd0d695E1bbe4F717F8E1B6D0Fb2D0C,fry.Ketchup ($KHP) is the official governance token of fry.world Finance.,,$0.00 ,0.000000 BTC,0.000000 BNB,,--,$0.00 ,--,$0.00 ,,215
-,https://bscscan.com/images/main/empty-token.png,HappinessToken (HPS),https://bscscan.com/token/0xeda21b525ac789eab1a08ef2404dd8505ffb973d,,,$0.00 ,0.000000 BTC,0.000000 BNB,,--,$0.00 ,--,$0.00 ,,"24,726"
-,https://bscscan.com/token/images/innbc_32-1.png,InnovativeBioresearchCoin (INNBC),https://bscscan.com/token/0xdf1f0026374d4bcc490be5e316963cf6df2fff19,"INNBC is a crypto-asset issued by Innovative Bioresearch Ltd, a biotech company performing novel biomedical research in the field of HIV, cancer, and regeneration research, as well as developing decentralized solutions for processing scientific data.",Cross-Chain,$0.00 ,0.000000 BTC,0.000000 BNB,,--,$0.00 ,--,$0.00 ,,"15,789"
-,https://bscscan.com/token/images/kriptonblack_32.png,Kripton Black (LPKB),https://bscscan.com/token/0x659becf35503e91baa27b8427c45a31e5b38fcd1,A full-fledged financial inclusion platform with hybrid crypto-fiat and self-credit scoring aiming to be the future of microfinance and decentralized finance by providing financial tools to underdeveloped countries.,,$0.00 ,0.000000 BTC,0.000000 BNB,,--,$0.00 ,--,$0.00 ,,5
-,https://bscscan.com/token/images/kriptonmobile_32.png,Kripton Mobile (LPKM),https://bscscan.com/token/0xc243cd73b1fb5028091db1881260d50699621d5c,A full-fledged financial inclusion platform with hybrid crypto-fiat and self-credit scoring aiming to be the future of microfinance and decentralized finance by providing financial tools to underdeveloped countries.,,$0.00 ,0.000000 BTC,0.000000 BNB,,--,$0.00 ,--,$0.00 ,,11
-,https://bscscan.com/token/images/kriptonp_32.png,Kripton P (LPKP),https://bscscan.com/token/0xd1a10ec19f1097c82429c47b3ca75d03ff71f708,A full-fledged financial inclusion platform with hybrid crypto-fiat and self-credit scoring aiming to be the future of microfinance and decentralized finance by providing financial tools to underdeveloped countries.,,$0.00 ,0.000000 BTC,0.000000 BNB,,--,$0.00 ,--,$0.00 ,,4
-,https://bscscan.com/token/images/kriptonq_32.png,Kripton Q (LPKQ),https://bscscan.com/token/0xa2471ffabceeee85a9226c24a95765335d26b4ee,A full-fledged financial inclusion platform with hybrid crypto-fiat and self-credit scoring aiming to be the future of microfinance and decentralized finance by providing financial tools to underdeveloped countries.,,$0.00 ,0.000000 BTC,0.000000 BNB,,--,$0.00 ,--,$0.00 ,,5
-,https://bscscan.com/token/images/kriptont_32.png,Kripton T (LPKT),https://bscscan.com/token/0x620dad0e66b20db8016c8730fbfff812263dba4a,A full-fledged financial inclusion platform with hybrid crypto-fiat and self-credit scoring aiming to be the future of microfinance and decentralized finance by providing financial tools to underdeveloped countries.,,$0.00 ,0.000000 BTC,0.000000 BNB,,--,$0.00 ,--,$0.00 ,,6
-,https://bscscan.com/token/images/kriptonx_32.png,Kripton X (LPKX),https://bscscan.com/token/0x15b05286eb1756434df34439ae456885462407c6,A full-fledged financial inclusion platform with hybrid crypto-fiat and self-credit scoring aiming to be the future of microfinance and decentralized finance by providing financial tools to underdeveloped countries.,,$0.00 ,0.000000 BTC,0.000000 BNB,,--,$0.00 ,--,$0.00 ,,112
-,https://bscscan.com/token/images/kriptony_32.png,Kripton Y (LPKY),https://bscscan.com/token/0xe1455634ad0c067e8bd8ca7f6af79ae05d8a96fb,A full-fledged financial inclusion platform with hybrid crypto-fiat and self-credit scoring aiming to be the future of microfinance and decentralized finance by providing financial tools to underdeveloped countries.,,$0.00 ,0.000000 BTC,0.000000 BNB,,--,$0.00 ,--,$0.00 ,,7
-,https://bscscan.com/token/images/kriptonz_32.png,Kripton Z (LPKZ),https://bscscan.com/token/0xc842dadf99d61ba5cf4a98f0d380acc4f89dc0e6,A full-fledged financial inclusion platform with hybrid crypto-fiat and self-credit scoring aiming to be the future of microfinance and decentralized finance by providing financial tools to underdeveloped countries.,,$0.00 ,0.000000 BTC,0.000000 BNB,,--,$0.00 ,--,$0.00 ,,6
-,https://bscscan.com/images/main/empty-token.png,Lunar (LNR),https://bscscan.com/token/0xb9abeB2e1256120aB085cE99803689a85Aa230f7,Lunar token contract has migrated to a,,$0.00 ,0.000000 BTC,0.000000 BNB,,--,$0.00 ,--,$0.00 ,,37
-,https://bscscan.com/images/main/empty-token.png,Lunar (LNR),https://bscscan.com/token/0x9D4451151A8dE5B545a1bC6c8fdEB9d94a2868e1,Lunar token contract has migrated to a,,$0.00 ,0.000000 BTC,0.000000 BNB,,--,$0.00 ,--,$0.00 ,,"39,560"
-,https://bscscan.com/token/images/lunchero_32.png,LUNCHero (LCH),https://bscscan.com/token/0x332b6fa6822e9f6ad9f75c7b6c7765f01e128f72,LuncHero is the voice of each and every LunC lover and supporter.,,$0.00 ,0.000000 BTC,0.000000 BNB,,--,$0.00 ,--,$0.00 ,,220
-,https://bscscan.com/token/images/milk_32.png?v=1,Milk Protocol (MILK),https://bscscan.com/token/0x8e9f5173e16ff93f81579d73a7f9723324d6b6af,MILK Protocol is an experimental DeFi degens on Binance Smart Chain. Always DYOR before investing in any project.,,$0.00 ,0.000000 BTC,0.000000 BNB,,--,$0.00 ,--,$0.00 ,,"1,822"
-,https://bscscan.com/token/images/moedaseeds_32.png,Moeda SEEDS (SEEDS),https://bscscan.com/token/0xefb94d158206dfa5cb8c30950001713106440928,"Moeda.Finance is the parallel DeFi infrastructure of Moeda, a blockchain powered digital payment and micro lending ecosystem.",,$0.00 ,0.000000 BTC,0.000000 BNB,,--,$0.00 ,--,$0.00 ,,514
-,https://bscscan.com/token/images/perlinx_32.png,Perlin (PERL),https://bscscan.com/token/0x0f9e4d49f25de22c2202af916b681fbb3790497b,PerlinX is democratizing the trading of real-world assets through decentralized liquidity pools and synthetic asset generation.,,$0.00 ,0.000000 BTC,0.000000 BNB,,--,$0.00 ,--,$0.00 ,,"3,172"
-,https://bscscan.com/token/images/robustfi_32.png?v=2,Robust Reward (RBW),https://bscscan.com/token/0x4cc23264e1ef8dd8173e4ec07e6a01cc7476d997,RBT is an experimental BEP20 deflationary token on the Binance Smart Chain.,,$0.00 ,0.000000 BTC,0.000000 BNB,,--,$0.00 ,--,$0.00 ,,"8,752"
-,https://bscscan.com/images/main/empty-token.png,Shield Protocol (SHIELD),https://bscscan.com/token/0x60b3bc37593853c04410c4f07fe4d6748245bf77,,,$0.00 ,0.000000 BTC,0.000000 BNB,,--,$0.00 ,--,$0.00 ,,"24,998"
-,https://bscscan.com/token/images/sooma_32.png,SOOMA (SOA),https://bscscan.com/token/0x9a30B72A793a716920cF985Fd9Ae3a3cb278C3a2,Sooma is a deflation token.,,$0.00 ,0.000000 BTC,0.000000 BNB,,--,$0.00 ,--,$0.00 ,,1
-,https://bscscan.com/token/images/benchmark_32.png,Standard on xDai on BSC (xMARK),https://bscscan.com/token/0x26a5dfab467d4f58fb266648cae769503cec9580,"Benchmark Protocol mitigates liquidation events and hedges risk with the MARK token; a supply elastic, stablecoin-alternative that connects traditional capital markets to DeFi.",,$0.00 ,0.000000 BTC,0.000000 BNB,,--,$0.00 ,--,$0.00 ,,"2,252"
-,https://bscscan.com/images/main/empty-token.png,Sun Token (SUN),https://bscscan.com/token/0xa1e6c58d503e4eee986167f45a063853cefe08c3,,,$0.00 ,0.000000 BTC,0.000000 BNB,,--,$0.00 ,--,$0.00 ,,920
-,https://bscscan.com/token/images/superlauncher_32.png?v=2,Super Vote LAUNCH (svLAUNCH),https://bscscan.com/token/0x8c73dc245d2626311dd28319793893460b358f3c,,,$0.00 ,0.000000 BTC,0.000000 BNB,,--,$0.00 ,--,$0.00 ,,"3,489"
-,https://bscscan.com/images/main/empty-token.png,Switcheo Token (SWTH),https://bscscan.com/token/0x250b211ee44459dad5cd3bca803dd6a7ecb5d46c,,,$0.00 ,0.000000 BTC,0.000000 BNB,,--,$0.00 ,--,$0.00 ,,"2,087"
-,https://bscscan.com/token/images/talkadoprotocol_32.png?v=6,Talkado (TALK),https://bscscan.com/token/0x7606267A4bfff2c5010c92924348C3e4221955f2,"Talkado is a community-driven, automated hyper-deflationary, effortless, and frictionless high-yield aggregation protocol.",,$0.00 ,0.000000 BTC,0.000000 BNB,-1.74%,"$66,486.00 ",--,$0.00 ,"4,136",,
-,https://bscscan.com/images/main/empty-token.png,Torum (XTM),https://bscscan.com/token/0x3f526a5a8811cc1812d923d5dbb20e4b1c6028db,,,$0.00 ,0.000000 BTC,0.000000 BNB,,--,$0.00 ,--,$0.00 ,,203
